t_ms,ax,ay,az,gx,gy,gz
17801131,-0.7719,0.5909,0.2572,-0.6714,0.2441,-0.7324
17801140,-0.7694,0.5913,0.2557,-0.6714,0.3052,-0.8545
17801150,-0.7681,0.5922,0.2556,-0.3662,0.6104,-0.7324
17801159,-0.7689,0.5927,0.2565,-0.4272,0.7324,-0.6714
17801168,-0.7710,0.5911,0.2582,-0.5493,0.9155,-0.3662
17801178,-0.7728,0.5887,0.2595,-0.2441,0.4883,-0.2441
17801188,-0.7742,0.5876,0.2600,0.3052,-0.1221,-0.1221
17801197,-0.7750,0.5868,0.2607,0.1221,-0.6714,0.0000
17801207,-0.7749,0.5861,0.2607,0.2441,-1.0376,0.0610
17801216,-0.7732,0.5854,0.2590,0.5493,-1.4038,-0.0610
17801226,-0.7720,0.5845,0.2573,0.3662,-1.0986,-0.1221
17801235,-0.7699,0.5868,0.2554,0.1221,-0.5493,-0.1221
17801244,-0.7686,0.5909,0.2531,0.0000,0.2441,-0.1831
17801254,-0.7694,0.5936,0.2528,-0.1221,0.8545,-0.1831
17801264,-0.7720,0.5951,0.2557,-0.6714,1.4038,-0.1831
17801272,-0.7744,0.5923,0.2585,-0.8545,1.3428,-0.2441
17801283,-0.7760,0.5878,0.2595,-1.2207,0.9155,-0.2441
17801292,-0.7772,0.5876,0.2601,-1.0376,0.4272,-0.2441
17801302,-0.7755,0.5891,0.2603,-0.4883,-0.2441,-0.4883
17801311,-0.7731,0.5885,0.2593,0.1831,-0.6714,-0.6714
17801320,-0.7705,0.5881,0.2581,0.7324,-0.9155,-0.8545
17801330,-0.7686,0.5895,0.2568,0.9766,-0.6714,-0.9766
17801339,-0.7681,0.5913,0.2552,0.1221,-0.0610,-0.8545
17801348,-0.7664,0.5924,0.2560,-0.5493,0.7324,-0.6714
17801358,-0.7671,0.5942,0.2563,-0.6714,0.9766,-0.6104
17801368,-0.7703,0.5945,0.2560,-0.8545,1.4038,-0.3662
17801377,-0.7736,0.5908,0.2590,-0.6104,1.0376,-0.2441
17801387,-0.7780,0.5880,0.2615,0.1831,0.0000,-0.2441
17801396,-0.7805,0.5863,0.2623,0.6714,-0.9766,-0.4272
17801406,-0.7815,0.5851,0.2618,0.8545,-1.7090,-0.6104
17801415,-0.7773,0.5850,0.2593,0.5493,-1.8921,-0.6104
17801424,-0.7710,0.5864,0.2560,0.4883,-1.4038,-0.6104
17801434,-0.7679,0.5887,0.2523,0.1831,-0.6714,-0.6104
17801443,-0.7657,0.5913,0.2520,-0.5493,0.2441,-0.4883
17801453,-0.7649,0.5919,0.2549,-0.5493,0.9155,-0.4272
17801463,-0.7668,0.5912,0.2566,-0.1831,0.9155,-0.4883
17801472,-0.7698,0.5920,0.2570,-0.0610,0.4272,-0.4272
17801482,-0.7725,0.5898,0.2585,-0.2441,-0.2441,-0.4883
17801491,-0.7736,0.5834,0.2598,-0.2441,-0.4883,-0.3052
17801500,-0.7727,0.5806,0.2600,-0.2441,-0.5493,-0.1221
17801510,-0.7706,0.5840,0.2593,0.4883,-0.8545,-0.3052
17801520,-0.7677,0.5895,0.2577,1.7090,-1.7090,-0.9155
17801529,-0.7662,0.5939,0.2583,3.4180,-2.3193,-1.4648
17801539,-0.7643,0.5951,0.2604,3.2959,-2.3193,-1.8311
17801548,-0.7649,0.5961,0.2587,3.1128,-2.4414,-1.7090
17801557,-0.7666,0.5995,0.2545,2.1362,-2.3193,-1.3428
17801567,-0.7682,0.5979,0.2520,1.0986,-1.6479,-1.0986
17801576,-0.7720,0.5892,0.2524,0.2441,-1.0376,-1.0376
17801586,-0.7760,0.5819,0.2563,0.1221,-0.4883,-1.0376
17801595,-0.7799,0.5800,0.2606,0.0610,0.0000,-1.2817
17801604,-0.7831,0.5814,0.2609,-0.3052,0.6104,-1.5869
17801614,-0.7843,0.5813,0.2610,-0.6104,1.0376,-1.8311
17801624,-0.7822,0.5820,0.2622,-0.3052,0.9155,-1.8921
17801633,-0.7781,0.5858,0.2607,0.0610,0.7324,-1.7090
17801643,-0.7729,0.5900,0.2590,0.4272,0.4883,-1.5259
17801652,-0.7704,0.5931,0.2585,0.9155,0.0610,-1.4038
17801662,-0.7687,0.5933,0.2590,1.3428,-0.3662,-1.2207
17801671,-0.7672,0.5933,0.2606,1.8311,-0.8545,-0.8545
17801680,-0.7676,0.5940,0.2615,1.6479,-1.0986,-0.5493
17801690,-0.7688,0.5924,0.2610,1.6479,-1.2207,-0.1831
17801700,-0.7697,0.5908,0.2587,1.5259,-1.0986,-0.1221
17801709,-0.7711,0.5912,0.2566,1.2207,-0.7935,0.0610
17801719,-0.7725,0.5890,0.2572,0.6714,-0.4883,-0.0610
17801728,-0.7738,0.5859,0.2583,0.4272,-0.2441,-0.1831
17801737,-0.7759,0.5850,0.2600,0.1221,-0.0610,-0.4272
17801747,-0.7766,0.5833,0.2623,-0.4883,0.2441,-0.5493
17801756,-0.7772,0.5820,0.2609,-1.0376,0.3052,-0.5493
17801766,-0.7765,0.5856,0.2548,-1.2207,0.4272,-0.3052
17801775,-0.7739,0.5896,0.2500,0.0000,0.0610,-0.7935
17801784,-0.7704,0.5895,0.2578,0.3052,0.0610,-0.8545
17801794,-0.7679,0.5907,0.2632,-0.1221,0.6104,-0.7935
17801804,-0.7655,0.5923,0.2614,-0.1221,0.4883,-0.8545
17801813,-0.7651,0.5936,0.2615,0.6714,0.1221,-0.6104
17801823,-0.7672,0.5934,0.2567,1.1597,0.0000,-0.6714
17801832,-0.7700,0.5912,0.2524,0.9155,0.1221,-0.2441
17801842,-0.7714,0.5906,0.2552,0.0000,0.3052,0.1221
17801851,-0.7729,0.5897,0.2587,-0.1831,0.7935,0.1221
17801860,-0.7760,0.5874,0.2581,-0.5493,1.0986,-0.2441
17801870,-0.7777,0.5863,0.2590,-0.3052,0.6104,-0.4272
17801880,-0.7789,0.5844,0.2600,-0.2441,0.1831,-0.7935
17801889,-0.7780,0.5818,0.2592,-0.1221,0.2441,-0.9766
17801899,-0.7754,0.5844,0.2578,0.1221,-0.1221,-1.0986
17801908,-0.7721,0.5891,0.2560,0.1221,-0.1221,-1.1597
17801917,-0.7704,0.5923,0.2549,-0.3662,0.1831,-1.1597
17801927,-0.7700,0.5918,0.2559,-0.8545,0.7324,-0.8545
17801936,-0.7695,0.5891,0.2566,-0.7324,0.7324,-0.7324
17801946,-0.7710,0.5894,0.2567,-0.1221,0.5493,-0.5493
17801955,-0.7740,0.5906,0.2571,0.3662,0.0610,-0.3052
17801964,-0.7764,0.5903,0.2581,0.5493,-0.1221,-0.1831
17801975,-0.7754,0.5892,0.2573,0.5493,-0.3662,-0.0610
17801984,-0.7745,0.5875,0.2549,0.5493,-0.2441,-0.1221
17801994,-0.7738,0.5854,0.2545,0.6714,-0.1221,-0.1831
17802003,-0.7743,0.5847,0.2543,0.4883,0.1221,-0.3662
17802012,-0.7739,0.5848,0.2538,0.0610,0.4272,-0.4272
17802022,-0.7726,0.5857,0.2526,-0.2441,0.6104,-0.6104
17802031,-0.7731,0.5874,0.2524,-0.4272,0.6104,-0.6104
17802040,-0.7717,0.5879,0.2550,-0.3662,0.4272,-0.8545
17802050,-0.7694,0.5875,0.2561,-0.0610,0.2441,-0.9155
17802060,-0.7684,0.5892,0.2556,0.4883,-0.1221,-1.0376
17802069,-0.7682,0.5914,0.2550,0.9766,-0.2441,-1.1597
17802079,-0.7692,0.5919,0.2546,0.6714,-0.0610,-1.0986
17802088,-0.7716,0.5906,0.2552,0.6104,0.1831,-1.0986
17802098,-0.7739,0.5884,0.2562,0.3662,0.0610,-0.9155
17802107,-0.7765,0.5895,0.2568,-0.3052,0.1221,-0.4883
17802116,-0.7760,0.5875,0.2577,-0.6714,-0.1831,-0.4883
17802126,-0.7744,0.5837,0.2566,-0.3052,-0.4272,-0.5493
17802136,-0.7740,0.5847,0.2554,0.1221,-0.7324,-0.5493
17802145,-0.7742,0.5873,0.2544,0.0610,-0.7324,-0.6104
17802154,-0.7751,0.5891,0.2529,-0.3662,-0.4272,-0.4883
17802164,-0.7742,0.5898,0.2528,-0.7324,0.0610,-0.5493
17802174,-0.7744,0.5894,0.2544,-0.9155,0.3052,-0.4272
17802183,-0.7754,0.5894,0.2572,-1.0986,0.3662,-0.3662
17802192,-0.7743,0.5881,0.2588,-0.6104,0.3662,-0.3662
17802202,-0.7736,0.5873,0.2578,-0.0610,0.0610,-0.3662
17802211,-0.7725,0.5885,0.2572,0.3052,-0.2441,-0.3052
17802220,-0.7717,0.5896,0.2572,0.3662,-0.3662,-0.4272
17802231,-0.7728,0.5905,0.2555,0.4272,-0.4272,-0.3662
17802240,-0.7745,0.5919,0.2548,-0.3052,-0.1221,-0.3052
17802249,-0.7740,0.5907,0.2555,-0.4272,0.1831,-0.3052
17802259,-0.7727,0.5875,0.2561,-0.3662,0.1221,-0.3662
17802268,-0.7733,0.5859,0.2572,0.0610,0.0000,-0.3662
17802278,-0.7727,0.5847,0.2567,0.7324,-0.1831,-0.5493
17802287,-0.7699,0.5872,0.2551,0.1221,0.1831,-0.4272
17802296,-0.7698,0.5911,0.2557,-0.3052,0.1831,-0.3662
17802306,-0.7711,0.5911,0.2578,0.2441,-0.0610,-0.5493
17802316,-0.7723,0.5881,0.2573,0.9155,-0.1221,-0.7324
17802325,-0.7742,0.5861,0.2549,0.5493,0.3662,-0.7935
17802335,-0.7748,0.5858,0.2549,0.3662,0.4883,-0.7324
17802344,-0.7732,0.5869,0.2563,0.1831,0.5493,-0.6104
17802353,-0.7727,0.5889,0.2570,0.3052,0.3052,-0.6714
17802363,-0.7744,0.5901,0.2562,0.0610,0.0610,-0.7935
17802372,-0.7755,0.5901,0.2567,-0.4883,0.0610,-0.4883
17802382,-0.7751,0.5886,0.2578,-0.4272,0.0610,-0.4883
17802391,-0.7748,0.5870,0.2584,0.0610,-0.2441,-0.5493
17802400,-0.7742,0.5862,0.2595,0.1831,-0.6104,-0.5493
17802410,-0.7737,0.5874,0.2568,0.4883,-1.0376,-0.6714
17802420,-0.7728,0.5868,0.2522,0.1221,-1.0986,-0.7935
17802429,-0.7719,0.5825,0.2520,-0.0610,-0.7324,-0.7324
17802439,-0.7720,0.5822,0.2551,-0.2441,-0.3662,-0.4883
17802448,-0.7706,0.5870,0.2578,-0.2441,0.0000,-0.2441
17802458,-0.7690,0.5916,0.2577,0.1831,-0.4272,-0.5493
17802467,-0.7684,0.5946,0.2598,1.0986,-1.3428,-0.7935
17802476,-0.7683,0.5969,0.2621,2.1973,-2.1362,-1.2817
17802486,-0.7673,0.5946,0.2594,2.6855,-2.4414,-1.5869
17802496,-0.7687,0.5931,0.2549,2.3804,-2.6245,-1.4038
17802505,-0.7701,0.5923,0.2518,1.6479,-2.1973,-1.1597
17802515,-0.7704,0.5872,0.2502,1.2207,-1.5869,-1.0986
17802524,-0.7733,0.5828,0.2509,0.2441,-0.5493,-0.9766
17802534,-0.7773,0.5809,0.2550,-0.5493,0.4883,-1.0376
17802543,-0.7815,0.5808,0.2583,-0.7324,1.1597,-1.3428
17802552,-0.7844,0.5824,0.2599,-0.5493,1.4648,-1.6479
17802562,-0.7854,0.5820,0.2623,-0.5493,1.2817,-1.9531
17802571,-0.7828,0.5792,0.2645,-0.2441,0.9155,-1.9531
17802581,-0.7786,0.5834,0.2645,0.1221,0.2441,-1.7090
17802591,-0.7751,0.5898,0.2632,0.7935,-0.5493,-1.3428
17802600,-0.7705,0.5908,0.2611,1.0986,-1.0986,-1.2817
17802609,-0.7666,0.5928,0.2589,1.4648,-1.2207,-0.9155
17802619,-0.7665,0.5948,0.2567,1.6479,-1.0986,-0.6104
17802628,-0.7667,0.5928,0.2543,1.0376,-0.3052,-0.1831
17802638,-0.7678,0.5896,0.2544,0.6104,0.1831,0.0610
17802647,-0.7717,0.5869,0.2561,0.6104,0.3662,0.1831
17802656,-0.7743,0.5845,0.2582,0.3052,0.3052,0.1831
17802667,-0.7755,0.5818,0.2607,0.4272,0.0000,0.0000
17802676,-0.7776,0.5807,0.2626,0.3662,-0.3052,-0.1831
17802685,-0.7800,0.5814,0.2631,0.1831,-0.4272,-0.4272
17802695,-0.7815,0.5822,0.2614,-0.4883,-0.3052,-0.4272
17802704,-0.7795,0.5819,0.2549,-1.2207,0.0000,-0.4272
17802714,-0.7781,0.5853,0.2499,-0.3052,-0.3662,-0.6714
17802723,-0.7754,0.5879,0.2566,0.4272,-0.5493,-0.9766
17802732,-0.7710,0.5891,0.2623,0.1831,0.1221,-0.7935
17802742,-0.7692,0.5901,0.2614,0.1221,-0.0610,-0.7935
17802752,-0.7675,0.5911,0.2611,0.1221,-0.1831,-0.3662
17802760,-0.7670,0.5928,0.2587,0.2441,-0.3662,-0.3052
17802771,-0.7668,0.5894,0.2545,0.3052,-0.3662,-0.1221
17802780,-0.7684,0.5864,0.2524,0.3052,-0.4272,0.0000
17802790,-0.7720,0.5861,0.2548,0.2441,0.0610,0.0000
17802799,-0.7742,0.5865,0.2573,0.0610,0.4883,-0.2441
17802808,-0.7767,0.5868,0.2571,0.0000,0.7324,-0.6104
17802818,-0.7791,0.5844,0.2574,-0.4272,0.7935,-0.9155
17802828,-0.7795,0.5818,0.2590,-0.9766,1.0376,-1.0376
17802836,-0.7782,0.5840,0.2583,-0.9766,0.8545,-1.0986
17802847,-0.7761,0.5883,0.2562,-0.5493,0.4883,-1.2817
17802856,-0.7740,0.5898,0.2567,0.0000,0.0000,-1.2817
17802865,-0.7739,0.5902,0.2589,0.4883,-0.3052,-1.2207
17802875,-0.7736,0.5896,0.2596,0.9766,-0.6104,-0.9766
17802884,-0.7727,0.5906,0.2582,0.9155,-0.5493,-0.7324
17802894,-0.7731,0.5916,0.2565,0.7935,-0.4272,-0.4272
17802903,-0.7729,0.5892,0.2557,0.3662,-0.1831,-0.2441
17802912,-0.7734,0.5872,0.2548,-0.0610,0.1221,-0.1221
17802922,-0.7754,0.5848,0.2528,-0.2441,0.3052,-0.1831
17802932,-0.7767,0.5815,0.2532,0.2441,0.5493,-0.2441
17802941,-0.7761,0.5801,0.2557,0.7935,0.2441,-0.3662
17802951,-0.7767,0.5824,0.2565,0.9155,-0.0610,-0.3052
17802960,-0.7766,0.5861,0.2562,0.2441,-0.4883,-0.3662
17802970,-0.7761,0.5873,0.2567,-0.0610,-0.5493,-0.4272
17802979,-0.7753,0.5874,0.2567,-0.2441,-0.6714,-0.4883
17802988,-0.7737,0.5892,0.2554,-0.1831,-0.4883,-0.4883
17802998,-0.7736,0.5896,0.2544,0.0000,-0.5493,-0.6104
17803008,-0.7737,0.5874,0.2544,0.2441,-0.4272,-0.6714
17803016,-0.7740,0.5868,0.2550,0.1831,-0.4272,-0.5493
17803027,-0.7732,0.5868,0.2559,0.1831,-0.3052,-0.6104
17803036,-0.7725,0.5868,0.2561,0.5493,-0.4272,-0.6104
17803046,-0.7736,0.5872,0.2555,0.6714,-0.6104,-0.5493
17803055,-0.7761,0.5887,0.2563,0.3662,-0.6714,-0.3052
17803064,-0.7728,0.5872,0.2557,0.7935,-0.7324,-0.7935
17803074,-0.7686,0.5817,0.2538,0.6714,-0.0610,-0.7935
17803083,-0.7697,0.5823,0.2548,0.7935,0.5493,-0.4883
17803092,-0.7743,0.5884,0.2531,1.9531,1.3428,-0.7324
17803102,-0.7778,0.5848,0.2524,0.1831,0.7935,-0.7324
17803112,-0.7731,0.5830,0.2572,0.2441,0.5493,-0.3052
17803121,-0.7727,0.5878,0.2592,0.3052,-0.3052,-0.6104
17803131,-0.7762,0.5863,0.2589,0.2441,-0.5493,-0.5493
17803140,-0.7764,0.5847,0.2572,1.0376,-0.9155,-0.6104
17803150,-0.7772,0.5873,0.2551,0.4883,-0.7935,-0.3052
17803159,-0.7759,0.5897,0.2559,-0.0610,-0.6714,-0.1831
17803168,-0.7734,0.5884,0.2555,-0.1831,-0.4883,-0.1831
17803178,-0.7727,0.5876,0.2548,-0.2441,-0.3052,-0.1831
17803188,-0.7749,0.5873,0.2556,0.0610,-0.1221,-0.3662
17803197,-0.7759,0.5848,0.2562,0.0610,0.0000,-0.4272
17803207,-0.7767,0.5853,0.2562,-0.1831,0.0000,-0.2441
17803216,-0.7771,0.5875,0.2568,-0.7935,0.0000,-0.0610
17803226,-0.7755,0.5868,0.2579,-0.8545,-0.1831,-0.2441
17803235,-0.7740,0.5853,0.2581,-0.1831,-0.4272,-0.3662
17803244,-0.7706,0.5852,0.2577,0.7935,-0.8545,-0.6104
17803254,-0.7684,0.5891,0.2559,1.2817,-1.0986,-0.6104
17803264,-0.7690,0.5931,0.2548,0.8545,-0.7935,-0.6714
17803272,-0.7697,0.5907,0.2557,0.8545,-0.6104,-0.6104
17803282,-0.7719,0.5879,0.2552,0.7324,-0.6104,-0.5493
17803292,-0.7744,0.5895,0.2550,-0.1221,-0.1831,-0.1221
17803301,-0.7740,0.5892,0.2567,-0.4883,0.0610,-0.2441
17803311,-0.7734,0.5876,0.2576,-0.1221,-0.1831,-0.3052
17803320,-0.7744,0.5879,0.2565,-0.0610,-0.2441,-0.4883
17803330,-0.7755,0.5875,0.2556,-0.2441,0.0610,-0.4883
17803339,-0.7759,0.5852,0.2567,-0.5493,0.0610,-0.4883
17803348,-0.7754,0.5829,0.2571,0.0000,-0.1221,-0.5493
17803358,-0.7731,0.5858,0.2563,-0.3052,-0.1221,-0.4272
17803368,-0.7705,0.5897,0.2546,-0.6104,-0.1221,-0.4883
17803376,-0.7709,0.5889,0.2528,-0.3662,-0.4272,-0.6104
17803386,-0.7715,0.5837,0.2543,-0.2441,-0.0610,-0.6104
17803396,-0.7721,0.5800,0.2563,-0.6104,0.5493,-0.2441
17803405,-0.7732,0.5836,0.2581,-1.1597,1.2207,0.0610
17803415,-0.7734,0.5883,0.2583,-0.4883,0.9766,-0.1831
17803424,-0.7737,0.5896,0.2600,0.3052,0.2441,-0.6104
17803434,-0.7725,0.5895,0.2631,1.4648,-0.7935,-0.9766
17803444,-0.7709,0.5907,0.2621,2.0752,-1.6479,-1.2207
17803452,-0.7695,0.5934,0.2582,2.3193,-2.4414,-1.0986
17803463,-0.7684,0.5938,0.2544,2.4414,-2.9907,-1.1597
17803472,-0.7701,0.5897,0.2521,1.8311,-2.3804,-0.9155
17803482,-0.7732,0.5852,0.2518,0.5493,-1.2817,-0.7935
17803491,-0.7769,0.5845,0.2549,-0.3662,-0.3052,-0.7324
17803500,-0.7816,0.5830,0.2587,-0.7324,0.1221,-1.1597
17803510,-0.7833,0.5801,0.2605,-0.9155,0.4883,-1.5259
17803519,-0.7819,0.5784,0.2607,-0.7324,0.4272,-1.8921
17803528,-0.7794,0.5798,0.2594,-0.6714,0.6714,-1.8921
17803538,-0.7753,0.5835,0.2577,-0.4272,0.7324,-1.8311
17803548,-0.7699,0.5881,0.2572,-0.3052,0.8545,-1.6479
17803557,-0.7656,0.5931,0.2578,-0.1221,0.6104,-1.4038
17803567,-0.7626,0.5939,0.2592,0.4272,0.4272,-1.2207
17803576,-0.7623,0.5945,0.2603,1.0986,0.0000,-0.7935
17803586,-0.7656,0.5968,0.2600,0.7935,-0.1221,-0.3052
17803595,-0.7703,0.5950,0.2607,0.5493,-0.3052,0.0610
17803604,-0.7745,0.5887,0.2615,0.9155,-0.7935,0.0000
17803614,-0.7782,0.5833,0.2606,1.1597,-1.2207,-0.0610
17803624,-0.7799,0.5809,0.2590,0.7324,-1.2207,-0.1831
17803632,-0.7803,0.5818,0.2585,-0.1221,-0.6714,-0.1221
17803643,-0.7800,0.5817,0.2592,-0.7935,-0.0610,-0.4272
17803652,-0.7777,0.5781,0.2562,-1.2817,0.6714,-0.4272
17803662,-0.7765,0.5814,0.2507,-1.7090,0.9766,-0.3052
17803671,-0.7747,0.5887,0.2484,-1.1597,1.0376,-0.6104
17803680,-0.7705,0.5894,0.2570,-0.9766,1.3428,-0.8545
17803690,-0.7671,0.5883,0.2620,-0.8545,2.0752,-0.9155
17803699,-0.7661,0.5861,0.2596,-0.6714,1.7090,-0.9155
17803708,-0.7666,0.5889,0.2603,-0.2441,1.4038,-0.6714
17803718,-0.7693,0.5951,0.2596,0.6714,0.4883,-0.3662
17803728,-0.7716,0.5922,0.2576,1.5869,-0.4272,-0.3662
17803738,-0.7727,0.5848,0.2574,1.7700,-1.3428,-0.3052
17803747,-0.7759,0.5834,0.2584,1.4038,-1.3428,-0.3052
17803756,-0.7769,0.5850,0.2568,0.8545,-0.7324,-0.3662
17803766,-0.7755,0.5851,0.2537,0.6714,0.0610,-0.7324
17803775,-0.7751,0.5858,0.2522,0.0000,0.9766,-0.9766
17803784,-0.7739,0.5850,0.2544,-0.8545,1.7090,-1.2207
17803794,-0.7723,0.5845,0.2552,-1.0376,2.1973,-1.2817
17803803,-0.7708,0.5869,0.2543,-1.0986,2.5635,-1.4038
17803813,-0.7720,0.5923,0.2554,-0.8545,2.5635,-1.3428
17803822,-0.7780,0.5969,0.2590,-1.0376,2.0142,-1.0376
17803832,-0.7831,0.5977,0.2653,-0.9766,0.3052,-0.7324
17803841,-0.7845,0.5952,0.2675,-1.7700,-1.8311,-0.6104
17803851,-0.7839,0.5857,0.2655,-1.2207,-3.2959,-0.8545
17803860,-0.7804,0.5817,0.2600,0.0610,-4.5776,-0.8545
17803870,-0.7760,0.5790,0.2527,0.7324,-4.2114,-0.9155
17803879,-0.7729,0.5750,0.2504,2.2583,-3.3569,-0.8545
17803888,-0.7703,0.5812,0.2509,2.9907,-2.3804,-0.4883
17803898,-0.7679,0.5881,0.2538,2.0142,-1.7700,-0.2441
17803908,-0.7700,0.5912,0.2546,0.6714,-0.9155,-0.0610
17803917,-0.7731,0.5911,0.2546,-0.6104,0.1831,0.2441
17803927,-0.7731,0.5881,0.2565,-0.6104,0.6714,0.3052
17803936,-0.7742,0.5865,0.2581,-0.4272,0.5493,0.3052
17803946,-0.7754,0.5851,0.2599,-0.1221,0.1831,0.1221
17803955,-0.7756,0.5828,0.2603,0.1221,-0.0610,0.0000
17803964,-0.7759,0.5837,0.2598,0.3052,-0.1221,-0.0610
17803974,-0.7734,0.5863,0.2589,0.0610,-0.0610,-0.0610
17803984,-0.7701,0.5880,0.2567,-0.6714,0.1831,-0.0610
17803993,-0.7681,0.5881,0.2556,-0.7935,0.5493,-0.0610
17804003,-0.7668,0.5876,0.2559,-0.9155,0.7935,-0.3052
17804012,-0.7679,0.5870,0.2566,-0.5493,0.8545,-0.4883
17804022,-0.7700,0.5854,0.2576,-0.4272,0.8545,-0.6104
17804031,-0.7728,0.5846,0.2585,-0.1831,0.8545,-0.6104
17804040,-0.7765,0.5862,0.2606,-0.2441,0.4883,-0.6104
17804050,-0.7794,0.5851,0.2621,-0.3052,0.0610,-0.7935
17804060,-0.7804,0.5807,0.2618,-0.4272,-0.3662,-1.0376
17804069,-0.7788,0.5782,0.2610,-0.0610,-0.5493,-1.1597
17804078,-0.7781,0.5806,0.2598,0.4272,-0.7324,-1.1597
17804088,-0.7756,0.5851,0.2590,0.2441,-0.4883,-1.0986
17804098,-0.7727,0.5876,0.2592,0.1221,-0.3662,-0.9155
17804107,-0.7737,0.5925,0.2605,-0.0610,-0.3052,-0.6714
17804116,-0.7750,0.5931,0.2615,0.1831,-0.6104,-0.5493
17804126,-0.7755,0.5885,0.2609,0.1831,-0.7324,-0.4272
17804135,-0.7756,0.5870,0.2601,0.7935,-0.9766,-0.3052
17804144,-0.7769,0.5865,0.2590,1.2817,-1.3428,-0.3052
17804154,-0.7755,0.5840,0.2593,0.7324,-1.2817,-0.1831
17804164,-0.7721,0.5829,0.2589,0.3662,-1.0376,-0.2441
17804173,-0.7708,0.5851,0.2568,0.3052,-0.6714,-0.1831
17804183,-0.7706,0.5870,0.2565,0.0610,-0.3052,-0.3052
17804192,-0.7701,0.5858,0.2574,0.0610,0.1831,-0.5493
17804202,-0.7700,0.5836,0.2570,0.0000,0.4883,-0.7324
17804211,-0.7719,0.5837,0.2568,0.0610,0.9155,-0.7324
17804220,-0.7750,0.5848,0.2585,-0.2441,0.8545,-0.6714
17804230,-0.7761,0.5864,0.2601,-0.3662,0.6714,-0.6104
17804240,-0.7749,0.5891,0.2605,-0.1221,0.3662,-0.6104
17804249,-0.7737,0.5881,0.2592,0.2441,0.2441,-0.6714
17804259,-0.7728,0.5858,0.2583,0.1221,0.3662,-0.6714
17804268,-0.7728,0.5865,0.2584,0.0610,0.4272,-0.6104
17804278,-0.7736,0.5861,0.2576,-0.2441,0.6104,-0.6104
17804287,-0.7749,0.5826,0.2568,-0.4883,0.9766,-0.7935
17804296,-0.7767,0.5814,0.2582,-0.5493,1.2207,-0.5493
17804306,-0.7778,0.5844,0.2605,-0.6714,0.9766,-0.4272
17804316,-0.7783,0.5852,0.2605,-0.3052,0.3052,-0.5493
17804324,-0.7797,0.5848,0.2578,0.0000,-0.7324,-0.6714
17804334,-0.7780,0.5844,0.2582,0.0610,-1.5259,-0.5493
17804344,-0.7748,0.5826,0.2601,-0.0610,-1.6479,-0.5493
17804354,-0.7739,0.5820,0.2605,0.0610,-1.1597,-0.3662
17804363,-0.7727,0.5841,0.2592,0.0000,-0.8545,-0.3662
17804372,-0.7701,0.5892,0.2567,0.6714,-1.0376,-0.5493
17804382,-0.7684,0.5939,0.2582,1.5259,-1.4648,-0.7935
17804391,-0.7677,0.5946,0.2615,2.3193,-1.8921,-1.0376
17804400,-0.7671,0.5936,0.2609,2.5024,-2.4414,-1.0986
17804410,-0.7700,0.5917,0.2583,2.3193,-2.7466,-0.9766
17804420,-0.7733,0.5875,0.2561,1.7090,-2.5635,-0.7935
17804429,-0.7773,0.5830,0.2540,1.1597,-1.5259,-0.6104
17804439,-0.7803,0.5809,0.2559,0.0000,-0.3662,-0.4272
17804448,-0.7809,0.5801,0.2610,-0.4883,0.5493,-0.7935
17804458,-0.7825,0.5802,0.2635,-0.6714,0.7935,-1.0986
17804467,-0.7831,0.5811,0.2653,-0.4883,0.8545,-1.4648
17804476,-0.7821,0.5798,0.2662,0.1221,0.7324,-1.6479
17804486,-0.7792,0.5792,0.2640,0.4883,0.6714,-1.5259
17804496,-0.7749,0.5814,0.2625,0.7324,0.3052,-1.0986
17804505,-0.7704,0.5881,0.2625,1.0986,-0.1831,-0.7935
17804515,-0.7660,0.5963,0.2618,0.9155,-0.1831,-0.3662
17804524,-0.7627,0.5961,0.2618,0.6714,0.0000,-0.1221
17804533,-0.7631,0.5895,0.2609,0.6104,0.3052,0.1221
17804543,-0.7660,0.5857,0.2592,0.0000,0.6104,0.3052
17804552,-0.7699,0.5848,0.2595,-0.1831,0.7935,0.5493
17804562,-0.7749,0.5836,0.2610,0.0000,0.3662,0.3662
17804571,-0.7784,0.5813,0.2616,0.1221,0.0610,0.0000
17804580,-0.7786,0.5797,0.2618,-0.0610,-0.0610,-0.3662
17804590,-0.7762,0.5797,0.2627,-0.1221,0.1831,-0.6714
17804600,-0.7737,0.5784,0.2617,-0.4272,0.3662,-0.7935
17804609,-0.7742,0.5822,0.2567,-0.9155,0.4883,-0.5493
17804619,-0.7743,0.5898,0.2538,-0.7935,0.2441,-0.6714
17804628,-0.7732,0.5918,0.2618,-0.1831,-0.1831,-0.9155
17804638,-0.7717,0.5912,0.2662,0.1221,-0.1831,-0.9766
17804647,-0.7701,0.5884,0.2628,0.6714,-1.0376,-1.0986
17804656,-0.7684,0.5868,0.2633,0.9766,-1.6479,-0.9155
17804666,-0.7657,0.5872,0.2620,1.5869,-1.9531,-0.9155
17804676,-0.7644,0.5875,0.2563,2.1362,-1.8311,-0.7324
17804685,-0.7649,0.5883,0.2529,1.8311,-1.4038,-0.6714
17804695,-0.7678,0.5894,0.2543,1.2817,-0.4272,-0.5493
17804704,-0.7719,0.5903,0.2552,-0.1221,0.5493,-0.5493
17804713,-0.7745,0.5878,0.2561,-0.7935,1.1597,-0.7324
